Date,Shift Member Name,Blocked IP Address,Reason for Blocking,Time of Blocking,Approval Status,Remarks/Additional Notes,Abusive Percentage(AbuseIPDB),Status(Blocked / Pending)
YYYY-MM-DD,[Name],[IP Address],"[E.g., Malicious Activity]",HH:MM AM/PM,,[Notes or follow-up actions],,
03-18-2026,Tanmay Kudale,172.83.255.244,Cloudflare IP,4:28:00 PM,Pending,,12,Pending
03-18-2026,Tanmay Kudale,185.61.219.189,Cloudflare IP,4:28:00 PM,Pending,,16,Pending
03-18-2026,Tanmay Kudale,185.94.32.219,Cloudflare IP,4:28:00 PM,Pending,,22,Pending
03-18-2026,Tanmay Kudale,185.61.217.84,Cloudflare IP,4:28:00 PM,Pending,,16,Pending
03-18-2026,Tanmay Kudale,45.148.233.50,Cloudflare IP,4:28:00 PM,Pending,,0,Pending
03-18-2026,Tanmay Kudale,146.19.90.187,Cloudflare IP,4:28:00 PM,Pending,,31,Pending
03-18-2026,Tanmay Kudale,130.49.11.113,Cloudflare IP,4:28:00 PM,Pending,,0,Pending
03-18-2026,Tanmay Kudale,27.109.115.130,Cloudflare IP,4:28:00 PM,Pending,,57,Pending
03-18-2026,Tanmay Kudale,146.19.90.187,Cloudflare IP,4:28:00 PM,Pending,,31,Pending
03-18-2026,Tanmay Kudale,130.49.11.113 ,Cloudflare IP,4:28:00 PM,Pending,,0,Pending
03-18-2026,Tanmay Kudale,216.81.248.44,Cloudflare IP,4:28:00 PM,Pending,,100,Pending
03-19-2026,Puniyat Jangir,116.74.181.203,Cloudflare IP,4:28:00 PM,Pending,,0,Pending
03-19-2026,Puniyat Jangir,36.83.114.137,Cloudflare IP,1:28:00 PM,Pending,,100,Pending
03-19-2026,Puniyat Jangir,15.207.117.225,Cloudflare IP,1:28:00 PM,Pending,,0,Pending
03-19-2026,Puniyat Jangir,2a06:98c0:3600::103,Cloudflare IP,1:28:00 PM,Pending,,"This IP was reported 7,986 times",Pending
03-19-2026,Puniyat Jangir,159.223.38.38,Cloudflare IP,1:28:00 PM,Pending,,35,Pending
03-19-2026,Puniyat Jangir,178.128.115.135,Cloudflare IP,1:28:00 PM,Pending,,21,Pending
03-19-2026,Tanmay Kudale,192.109.200.13 ,Cloudflare IP,8:43:00 PM,Pending,,100,Pending
03-19-2026,Tanmay Kudale,192.109.200.28,Cloudflare IP,8:43:00 PM,Pending,,89,Pending
03-19-2026,Tanmay Kudale,167.253.48.238,Cloudflare IP,8:43:00 PM,Pending,,24,Pending
03-19-2026,Tanmay Kudale,138.226.237.45,Cloudflare IP,8:43:00 PM,Pending,,74,Pending
03-19-2026,Tanmay Kudale,2602:fa59:3:52c::1,Cloudflare IP,8:43:00 PM,Pending,,100,Pending
03-19-2026,Tanmay Kudale,51.89.43.80,Cloudflare IP,8:43:00 PM,Pending,,100,Pending
03-19-2026,Tanmay Kudale,119.235.221.127,Cloudflare IP,8:43:00 PM,Pending,,100,Pending
03-19-2026,Tanmay Kudale,98.89.254.180,Cloudflare IP,8:43:00 PM,Pending,,100,Pending
03-19-2026,Tanmay Kudale,44.195.201.244,Cloudflare IP,8:43:00 PM,Pending,,100,Pending
